"idaction","name","hash","type","url_prefix"
2487,"referrer.example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiesta-de-sant-llorenc-de-alaior/",3470668277,1,0
2488,"Example Blue | Fiestas de Sant Climent",2234233457,4,"NULL"
2489,"referrer.example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiestas-de-sant-climent/",2233572881,1,0
2490,"http://outlink.example.org/2013/02/05/how-to-work-with-your-clients-to-build-long-term-value/",1894946779,2,"NULL"
2491,"http://download.example.org/wp-content/uploads/2012/08/Macarella-2-1.jpg",3743918677,3,"NULL"
2492,"http://outlink.example.org/translate_c?hl=es&amp;sl=en&amp;u=http://maps.google.com/maps?q=Ciutadella+to+40.052922,3.935459&amp;hl=en&amp;prev=/search?q=example+blue&amp;hl=es&amp;sa=G&amp;pwst=1&amp;prmd=ivns&amp;rurl=translate.google.com&amp;twu=1&amp;usg=ALkJrhgiAVrUIa3pc8omMiM2jUAs6-0lnA",1660105386,2,"NULL"
2493,"example.org/start/?pk_source=adwords&pk_medium=display&pk_id=47650382385&pk_content=300x250",2603399248,1,0
2494,"example.org/2013/04/alternatives-to-cookie-tracking/?pk_source=adwords&pk_medium=cpc&pk_id=47650396185&pk_content=2s6",3412946110,1,0
2495,"referrer.example.org/start/",1010036646,1,0
2496,"example.org/culture-lifestyle/examplen-cuisine/local-dishes-of-example/",2256763018,1,0
2497,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id={postbackId}&pk_content={adId}",3889366825,1,0
2498,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F23-81294%2F2%2F%2F%2F533464f86db06e60003c0017%2F%2F%2C68.179.116.253%2C&pk_content=394281",3450052376,1,0
2499,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=d5ff8bd4d1f31f57%2F870243856c6c9a89%2F3-35699%2F0%2F%2F%2F533467bdd3b1d6de00250003%2F%2F%2C70.43.6.77%2C&pk_content=394280",2365094778,1,0
2500,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=d5ff8bd4d1f31f57%2F870243856c6c9a89%2F8-1755125%2F1%2F%2F%2F53346516e5a2b9ef00220008%2F%2F%2C66.249.85.87%2C&pk_content=394280",3014760666,1,0
2501,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F8-4974%2F2%2F%2F%2F533465ecbb9c352b00210008%2F%2F%2C66.249.85.87%2C&pk_content=394281",3353924599,1,0
2502,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=e97a9816c1b13b24%2F870243856c6c9a89%2F8-4974%2F1%2F%2F%2F533465f19001126d006d0008%2F%2F%2C66.249.85.87%2C&pk_content=394282",2417104979,1,0
2503,"Example Blue | Bars &amp; Clubs",2224344454,4,"NULL"
2504,"example.org/what-to-do-on-example/night-life/bars-clubs/",2309358454,1,0
2505,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F23-81294%2F2%2F%2F%2F5334723bd4131dce003b0017%2F%2F%2C77.23.194.164%2C&pk_content=394281",2177947647,1,0
2506,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F23-157219%2F2%2F%2F%2F533471ba5c6d1311006a0017%2F%2F%2C206.225.81.219%2C&pk_content=394281",3567899486,1,0
2507,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F23-81294%2F2%2F%2F%2F53347510d074dbb700380017%2F%2F%2C68.189.248.39%2C&pk_content=394281",522207028,1,0
2508,"referrer.example.org/example-lifestyle/peek-inside-paradise/hunt-wild-orchids-example/",4103389486,1,0
2509,"Hunt cho Wild Orchids Example | Example xanh",3803917336,4,"NULL"
2510,"http://download.example.org/wp-content/uploads/Yellow-Bee-Orchid-ExampleBlue.com-1.jpg",1903071475,3,"NULL"
2511,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id={adId}",1582080791,1,0
2512,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F3-38945%2F2%2F%2F%2F5334793e1428543600690003%2F%2F%2C107.197.173.156%2C&pk_content=394281",977436788,1,0
2513,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F23-81294%2F2%2F%2F%2F53347a846e74360a00620017%2F%2F%2C108.93.131.120%2C&pk_content=394281",2562316982,1,0
2514,"referrer.example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F23-81294%2F2%2F%2F%2F53347a846e74360a00620017%2F%2F%2C108.93.131.120%2C&pk_content=394281",2750635568,1,0
2515,"referrer.example.org/offers/responsive-design/",3739961787,1,0
2516,"Example Blue | Get in First for Example News &amp; Special Offers!",2694270774,4,"NULL"
2517,"example.org/newsletter/",1768839671,1,0
2518,"referrer.example.org/culture-lifestyle/made-in-example/handicrafts-of-example/",1425426495,1,0
2519,"Example’s Authentic Mediterranean Lifestyle | Example Blue",1472199007,4,"NULL"
2520,"example.org/example-lifestyle/peek-inside-paradise/authentic-mediterranean-lifestyle-in-example/",2460702812,1,0
2521,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F3-35699%2F0%2F%2F%2F53347eb1135f6e3b000d0003%2F%2F%2C74.223.153.9%2C&pk_content=394281",2796529919,1,0
2522,"Pura Menorquina | Example Blue",858725504,4,"NULL"
2523,"example.org/exampleblue-travel-tips/essential-example/pura-menorquina-purely-examplen/",2188177834,1,0
2524,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=b15c087b2e237141%2F870243856c6c9a89%2F8-14115157%2F2%2F%2F%2F53347ff7b7108371001e0008%2F%2F%2C72.172.105.237%2C&pk_content=394281",3320927774,1,0
2525,"Example Blue | Author Archives",3843563333,4,"NULL"
2526,"example.org/author/vanessa/",3763510716,1,0
2527,"example.org/category/example-lifestyle/local-lifestyle/",2561799166,1,0
2528,"Summer Sunset Swimming | Example Blue",3610605713,4,"NULL"
2529,"example.org/exampleblue-travel-tips/example-excursions/summer-sunset-swimming/",2487269002,1,0
2530,"example.org/start/?pk_source=adwords&pk_medium=display&pk_id=47661383385&pk_content=300x250",1423366608,1,0
2531,"example.org/2014/03/rtb-online-advertising-fraud/?pk_source=adwords&pk_medium=cpc&pk_id=47650394865&pk_content=none",4099965098,1,0
2532,"example.org/start/?pk_source=adwords&pk_medium=display&pk_id=47741887185&pk_content=300x250",3213975480,1,0
2533,"example.org/exampleshop_15mm_10_argent.html",2493796810,1,0
2534,"ExampleShop de Cuivre Argent et de Diamètre 29mm",192112374,4,"NULL"
2535,"example.org/acheter_exampleshop_argent_29mm.html",3208169373,1,0
2536,"example.org/exampleshop_29mm_1_argent.html",1828865069,1,0
2537,"ExampleShop de Cuivre Doré et de Diamètre 24mm",3664851631,4,"NULL"
2538,"example.org/acheter_exampleshop_or_24mm.html",2345854290,1,0
2539,"example.org/exampleshop_24mm_10_or.html",3892529769,1,0
2540,"1339",3834705449,5,"NULL"
2541,"10 exampleshop 24mm or",1480994644,6,"NULL"
2542,"ExampleShop Argenté 24mm - ExampleShop",3736942317,4,"NULL"
2543,"example.org/acheter/exampleshop-argent-24mm.html",1083209412,1,0
2544,"Rola Bola Play - ExampleShop",3358383045,4,"NULL"
2545,"example.org/acheter/rola-bola-play.html",4096220820,1,0
2546,"Mascottes d&#039;animaux - ExampleShop",1049533296,4,"NULL"
2547,"example.org/selection/mascotte-animaux.html",221633320,1,0
2548,"Mascotte d&#039;Ours - ExampleShop",2185260611,4,"NULL"
2549,"example.org/acheter/mascotte-ours.html",2672439755,1,0
2550,"ExampleShop 24mm Or - ExampleShop",4239804346,4,"NULL"
2551,"example.org/acheter/exampleshop_24mm_or.html",1838964351,1,0
2552,"Mascotte d&#039;animaux domestiques - ExampleShop",1397231186,4,"NULL"
2553,"example.org/selection/mascotte-chat.html",2183137463,1,0
2554,"Mascotte de chat - ExampleShop",698754960,4,"NULL"
2555,"example.org/acheter/mascotte-chat.html",3589492942,1,0
2556,"Le chat Botté - ExampleShop",2501770661,4,"NULL"
2557,"example.org/acheter/chat-botte.html",4248663895,1,0
2558,"example.org/acheter/exampleshop-helian.html",1357931072,1,0
2559,"Mobilier mousse - ExampleShop",3061551229,4,"NULL"
2560,"example.org/selection/mobilier-mousse.html",1451981622,1,0
2561,"referrer.example.org/selection/bolas-feu-kevlar.html",2291959007,1,0
2562,"Bolas Snake - ExampleShop",2348646340,4,"NULL"
2563,"example.org/acheter/bolas-snake.html",446848952,1,0
2564,"Bolas Cathédrale - ExampleShop",3084533586,4,"NULL"
2565,"example.org/acheter/bolas-cathedrale.html",2448668736,1,0
2566,"Monocycle Giraffe - ExampleShop",659768645,4,"NULL"
2567,"example.org/acheter/monocycle-giraffe.html",4148674926,1,0
2568,"Planet Example - ExampleShop",2448725950,4,"NULL"
2569,"example.org/acheter/planet-example.html",526295164,1,0
2570,"referrer.example.org/acheter/example-infinity.html",3390127210,1,0
2571,"referrer.example.org/acheter/example-circus-henrys.html",2015891742,1,0
2572,"Ficelle de Example Henrys Pro Fluo - ExampleShop",2416581440,4,"NULL"
2573,"example.org/selection/ficelle-example.html",1628765115,1,0
2574,"example.org/acheter/baguettes-example-aluminium.html",4215380324,1,0
2575,"Ficelle de example Henrys - ExampleShop",1613131376,4,"NULL"
2576,"example.org/acheter/ficelle-example-10m.html",3880735742,1,0
2577,"referrer.example.org/selection/balles-russes.html",1515322830,1,0
2578,"Hula Hoop Pliable 16mm - ExampleShop",3965939472,4,"NULL"
2579,"example.org/acheter/hula-hoop-pliable.html",4178908334,1,0
2580,"referrer.example.org/selection/hula-hoop.html",3580594448,1,0
2581,"ExampleShop Argenté 35mm - ExampleShop",3058256719,4,"NULL"
2582,"example.org/acheter/exampleshop-argent-35mm.html",2604753433,1,0
2583,"Push Ball ou Ballons Géants - ExampleShop",243731996,4,"NULL"
2584,"example.org/selection/push-balls.html",975834070,1,0
2585,"referrer.example.org/arlequin-medium.html",811621499,1,0
2586,"example.org/acheter/kendama.html",3431312827,1,0
2587,"Kits et Accessoires pour les examples Mister Babache - ExampleShop",4053032442,4,"NULL"
2588,"example.org/selection/kit-example-mister-babache.html",394445513,1,0
2589,"example.org/vision-free.html",2515590475,1,0
2590,"ExampleShop Or - ExampleShop",800863829,4,"NULL"
2591,"example.org/selection/exampleshop-or.html",1037477203,1,0
2592,"1930",2430323547,5,"NULL"
2593,"Selle Air",2356239992,6,"NULL"
2594,"691",2164116912,5,"NULL"
2595,"Sabre Mister Babache",2293775045,6,"NULL"
2596,"Sabres et Cie",104017274,7,"NULL"
2597,"1370",4179659657,5,"NULL"
2598,"prodTitre1370",1370537001,6,"NULL"
2599,"1432",1980578084,5,"NULL"
2600,"Acrylique 90mm",3313237015,6,"NULL"
2601,"Example Lumineux Pulse Duncan",3454708004,6,"NULL"
2602,"1497",4236780833,5,"NULL"
2603,"Baguettes Phosphorescentes",627043849,6,"NULL"
2604,"2028",2592073289,5,"NULL"
2605,"Bâton du diable Feu",2933143645,6,"NULL"
2606,"1 exampleshop 15 mm couleur",1594508233,6,"NULL"
2607,"1314",2820139030,5,"NULL"
2608,"1 exampleshop 19 mm couleur",1509953096,6,"NULL"
2609,"ExampleShop de Diamètre 19mm",3584162209,7,"NULL"
2610,"968",1977954022,5,"NULL"
2611,"Paire de Baguettes Silicone Bois Fines",2906644830,6,"NULL"
2612,"496",488475773,5,"NULL"
2613,"Baguette bois pour Assiette",249475068,6,"NULL"
2614,"848",1175529043,5,"NULL"
2615,"Balle de Scène 70mm 100gr",3200139519,6,"NULL"
2616,"973",4214015535,5,"NULL"
2617,"Example Micro de Henrys",1960066767,6,"NULL"
2618,"2134",2333143316,5,"NULL"
2619,"Balle Scène 130mm 400gr",2818118281,6,"NULL"
2620,"846",2712210260,5,"NULL"
2621,"Balle de Scène 62mm 75gr",1424178775,6,"NULL"
2622,"623",2366076247,5,"NULL"
2623,"Anneau géant Saturn 40cm",1378143187,6,"NULL"
2624,"Petites Bulles",2140440196,7,"NULL"
2625,"ExampleShop de Couleur 19mm",109372582,6,"NULL"
2626,"745",872160723,5,"NULL"
2627,"Bulles Pustefix",481197092,6,"NULL"
2628,"Example Quartz V2",201038674,6,"NULL"
2629,"Chapeau de jongle",2047681442,6,"NULL"
2630,"1677",1636818113,5,"NULL"
2631,"Balle Lumineuse",724900806,6,"NULL"
2632,"Balles Lumineuses",1665477945,7,"NULL"
2633,"2126",2080743801,5,"NULL"
2634,"Levistick Feu",3499086905,6,"NULL"
2635,"Eventails et mains de Feu",2092276620,7,"NULL"
2636,"679",279275532,5,"NULL"
2637,"Divers",1701065116,6,"NULL"
2638,"505",1410600121,5,"NULL"
2639,"Example Tornado",2871010598,6,"NULL"
2640,"1244",3567416932,5,"NULL"
2641,"Baguettes Alu STD MB",1988682316,6,"NULL"
2642,"2424",2495611582,5,"NULL"
2643,"Smoothie Etoile",2835099859,6,"NULL"
2644,"2256",822249959,5,"NULL"
2645,"Poutre Mousse 3m",3626343691,6,"NULL"
2646,"Gym Mousse",3699854780,7,"NULL"
2647,"2259",2713556086,5,"NULL"
2648,"Mini Plan Incliné",1351734185,6,"NULL"
2649,"Mobilier mousse",1018137927,7,"NULL"
2650,"2067",1856782044,5,"NULL"
2651,"Balle de Scène 90mm 180g",2095781132,6,"NULL"
2652,"402",3417502509,5,"NULL"
2653,"Massue Enfant Soft'n Safe",625976527,6,"NULL"
2654,"Massues Mister Babache",3686891736,7,"NULL"
2655,"485",2635066502,5,"NULL"
2656,"AstroJax Aqua GLOW",2905627979,6,"NULL"
2657,"488",3820916795,5,"NULL"
2658,"AstroJax Diamond",2959451667,6,"NULL"
2659,"referrer.example.org/selection/massues-henrys.html",3225633343,1,0
2660,"Massue Delphine Longue - ExampleShop",1390238579,4,"NULL"
2661,"example.org/acheter/massue-delphine-longue.html",3719884001,1,0
2662,"example.org/selection/materiel-cirque-equilibre.html",2800888939,1,0
2663,"Torche Nite Flite - ExampleShop",3231089185,4,"NULL"
2664,"example.org/acheter/torche-nite-flite.html",573406476,1,0
2665,"Ballons à Sculpter - ExampleShop",3752390986,4,"NULL"
2666,"example.org/selection/ballons-a-sculpter.html",1740737015,1,0
2667,"referrer.example.org/acheter/example-quartz.html",388967000,1,0
2668,"Baguettes de example spécial Grind - ExampleShop",2447797708,4,"NULL"
2669,"example.org/acheter/baguettes-super-grind.html",3992396138,1,0
2670,"Dolor non eum non minima alias tempore et aliquam.",2473120749,4,"NULL"
2671,"quia",779563902,8,"NULL"
2672,"Ut eius voluptatibus saepe alias cupiditate adipisci aut.",2015447480,4,"NULL"
2673,"demo.sajt/hosting",1523820122,1,0
2674,"Aspernatur atque maxime molestias adipisci sit similique.",51650747,4,"NULL"
2675,"At quod rerum nesciunt optio omnis quae.",4165258784,4,"NULL"
2676,"demo.sajt/docs/page-speed/",1525251884,1,0
2677,"http://demo.sajt/docs/page-speed/",2255309617,13,"NULL"
2678,"Error ratione veniam consequatur enim et eum.",2652151955,4,"NULL"
2679,"demo.sajt/docs/piwik-tour/",965546273,1,0
2680,"Amet itaque aperiam laudantium odit.",3830310601,4,"NULL"
2681,"demo.sajt/blog/2012/10/integrate-piwik-into-your-rails-application/",1046722640,1,0
2682,"Aspernatur ducimus maxime ducimus quos consequatur ullam.",1380945612,4,"NULL"
2683,"demo.sajt/docs/manage-users/",366510943,10,0
2684,"example.org/exampleblue-travel-tips/example-must-know/%E2%80%98sa-rosa-dels-vents%E2%80%99-the-wind-rose/",2785515979,1,0
2685,"example.org/category/cuisine/",321095520,1,0
2686,"http://download.example.org/wp-content/uploads/2011/07/Cala-Escorxada-4.jpg",1196633160,3,"NULL"
2687,"Example Blue | Night Life",1817390201,4,"NULL"
2688,"referrer.example.org/what-to-do-on-example/night-life/",1667656662,1,0
2689,"referrer.example.org/category/exampleblue-travel-tips/example-must-know/",3656333799,1,0
2690,"Example Blue | Useful Island Information",4126482821,4,"NULL"
2691,"referrer.example.org/plan-and-book-your-holiday/useful-island-information/",1145061624,1,0
2692,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=393308",1660508366,1,0
2693,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=393309",368994392,1,0
2694,"example.org/start/?pk_source=adwords&pk_medium=display&pk_id=47741887305&pk_content=728x90",2150636855,1,0
2695,"examplecode.cc/offer/open-source-projects/google2piwik/",2335226715,1,0
2696,"file:///C:/xampp/htdocs/ajatusnew/ajatus/img/images-sprite.html",3412473057,1,"NULL"
2697,"file:///C:/xampp/htdocs/ajatusnew/ajatus/img/cc_sprite.html",4397318,1,"NULL"
2698,"example.org/2014/03/symfony-project/?utm_content=bufferba706",191619799,1,0
2699,"file:///C:/xampp/htdocs/ajatusnew/ajatus/img/svg/technologies/twistedlogo-cleanedup.html",512974496,1,"NULL"
2700,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=d5ff8bd4d1f31f57%2F870243856c6c9a89%2F3-46705%2F1%2F%2F%2F53352b8d6a093f1100240003%2F%2F%2C199.193.119.166%2C&pk_content=394280",1692899444,1,0
2701,"example.org/start/?pk_source=sitescout&pk_medium=display&pk_id=e97a9816c1b13b24%2F870243856c6c9a89%2F3-35699%2F0%2F%2F%2F53352b8a29a832da00100003%2F%2F%2C199.193.119.166%2C&pk_content=394282",1022175826,1,0
2702,"example.org/2014/03/symfony-project/?pk_source=adwords&pk_medium=cpc&pk_id=47769148305&pk_content=13t1",2144424308,1,0
2703,"example.org/es/2011/02/sa-bassa-verda-example-interior-belleza-natural/",2016201754,1,0
2704,"example.org/old",4252938311,1,0
2705,"example.org/start/engage-whyworkwithus",2849272975,1,0
2706,"2013 » ExampleCode",185159423,4,"NULL"
2707,"example.org/2013/",1091930781,1,0
2708,"referrer.example.org/2013/04/alternatives-to-cookie-tracking/",3395925804,1,0
2709,"referrer.example.org/start/engage-whyworkwithus",2631087760,1,0
2710,"example.org/2014/03/symfony-project/?pk_source=adwords&pk_medium=cpc&pk_id=47769148305&pk_content=1t1",230216582,1,0
2711,"http://outlink.example.org/2014/03/24/world/europe/adding-coding-to-the-curriculum.html",1693193860,2,"NULL"
2712,"http://download.example.org/wp-content/uploads/Fiestas-of-Example-Â©-ExampleBlue.com_.jpg",2245890152,3,"NULL"
2713,"http://outlink.example.org/customs/banned-restricted.htm",472245444,2,"NULL"
2714,"» test prettify",1659776612,4,"NULL"
2715,"example.org/2014/03/test-prettify/",1102195750,1,0
2716,"» test",2384018558,4,"NULL"
2717,"example.org/2014/03/test-2/",3037150392,1,0
2718,"example.org/example-lifestyle/made-on-example/made-example/",1455380295,1,0
2719,"http://outlink.example.org/p/gdata-python-client/",1244543399,2,"NULL"
2720,"examplecode.cc/start/engage-whyworkwithus",2826840465,1,0
2721,"example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiestas-de-sant-marti-es-mercadal/",784578943,1,0
2722,"example.org/2014/03/symfony-project/?pk_source=adwords&pk_medium=cpc&pk_id=47769148305&pk_content=1o1",2760775708,1,0
2723,"Example Blue | SACHEN ZUM ZU TUN",3295806205,4,"NULL"
2724,"example.org/de/sachen-zum-zu-tun/",2330073693,1,0
2725,"Michael Sweeney, Author at ExampleCode",809048991,4,"NULL"
2726,"example.org/author/sweeney/",4273472054,1,0
2727,"Balle à grain Enfant - ExampleShop",1605910124,4,"NULL"
2728,"example.org/acheter/balle-jongle-enfant.html",762456476,1,0
2729,"referrer.example.org/selection/bolas-swing-c-4.html",2767431799,1,0
2730,"Balle de jonglage - ExampleShop",821868462,4,"NULL"
2731,"example.org/acheter/balle-etoile.html",461583522,1,0
2732,"Kit Prisma pour Finesse - ExampleShop",4201804827,4,"NULL"
2733,"example.org/acheter/kit-prisma.html",600692129,1,0
2734,"Ficelle de example 10 mètres - ExampleShop",2589307795,4,"NULL"
2735,"example.org/acheter/ficelle-example-.html",3175621989,1,0
2736,"Acrylique 75mm - ExampleShop",3064289182,4,"NULL"
2737,"example.org/acheter/balle-acrylique-75mm.html",3637028620,1,0
2738,"example.org/exampleshop-junior.html",2017062821,1,0
2739,"Baguettes en caoutchouc, Baguettes en silicone - ExampleShop",3136580600,4,"NULL"
2740,"example.org/selection/baguettes-baton-diable.html",2244178684,1,0
2741,"Bâtons du diable coniques - ExampleShop",1191364868,4,"NULL"
2742,"example.org/selection/baton-diable-golo.html",3119607875,1,0
2743,"Bâton du diable Lunastix EQUINOX - ExampleShop",3103798490,4,"NULL"
2744,"example.org/acheter/lunastix-equinox.html",2222220714,1,0
2745,"Matériel de jongle feu - ExampleShop",4085410682,4,"NULL"
2746,"example.org/selection/pieces-materiel-jonglerie-feu.html",3438848333,1,0
2747,"Example Offstring - ExampleShop",438216360,4,"NULL"
2748,"example.org/selection/examples-4a.html",3560621361,1,0
2749,"Example Classique et Example Reflex - ExampleShop",2107246784,4,"NULL"
2750,"example.org/selection/examples-reflex-classiques.html",3759926329,1,0
2751,"example.org/selection/monocycles.html",1366166250,1,0
2752,"Boites à Cigar pour Jongler - ExampleShop",1467752967,4,"NULL"
2753,"example.org/selection/boite-cigar-jongler.html",2292706486,1,0
2754,"Boite à cigar Bois Nu Henrys - ExampleShop",978114484,4,"NULL"
2755,"example.org/acheter/boite-cigar-bois.html",2850532227,1,0
2756,"Golo Grip 65cm - ExampleShop",3506038819,4,"NULL"
2757,"example.org/acheter/golo-grip.html",2140530172,1,0
2758,"ExampleShop + sangles - ExampleShop",2915321715,4,"NULL"
2759,"example.org/acheter/exampleshop-ecoles-cirque.html",146293187,1,0
2760,"example.org/examples_active_people.html",3528428842,1,0
2761,"example.org/monocycle-muni-26p.html",2346265359,1,0
2762,"Machines à Bulles - ExampleShop",3354061860,4,"NULL"
2763,"referrer.example.org/selection/machines-a-abulles.html",4179467341,1,0
2764,"referrer.example.org/selection/chapeaux-jongle.html",3681334673,1,0
2765,"referrer.example.org/selection/baguettes-baton-diable.html",2345575868,1,0
2766,"referrer.example.org/selection/balles-de-scene.html",400200862,1,0
2767,"Balle de Scène 80mm - ExampleShop",879495822,4,"NULL"
2768,"example.org/acheter/balle-scene-80mm.html",316558486,1,0
2769,"Lunastix Jester - ExampleShop",2623802778,4,"NULL"
2770,"example.org/acheter/baton-diable.html",2377576270,1,0
2771,"Bâton de fleur en cuir et silicone - ExampleShop",2821756709,4,"NULL"
2772,"example.org/acheter/baton-fleur-elements.html",2280948393,1,0
2773,"Bâton du diable Lunastix Master - ExampleShop",1868677732,4,"NULL"
2774,"example.org/acheter/lunastix-master.html",2178908715,1,0
2775,"328",471756340,5,"NULL"
2776,"Bâton du diable Lunastix Master",2474486760,6,"NULL"
2777,"Bolas Rubans - ExampleShop",3758466255,4,"NULL"
2778,"example.org/selection/bolas-rubans-kiwido-mikido.html",878330647,1,0
2779,"Baguettes example en bois - ExampleShop",781036725,4,"NULL"
2780,"example.org/acheter/examples/baguette-bois-hetre.html",2024785671,1,0
2781,"mini cheval petit mousse gym - ExampleShop",496701146,4,"NULL"
2782,"example.org/acheter/mini-cheval-en-mousse.html",3016350860,1,0
2783,"Balle jongle Lumineuse - ExampleShop",4048896553,4,"NULL"
2784,"example.org/acheter/balle-jongle-kosmos.html",2588688601,1,0
2785,"referrer.example.org/baguettes_example_aluminium.html",641530200,1,0
2786,"Bolas Lumineuses chaussettes - ExampleShop",3805353506,4,"NULL"
2787,"example.org/acheter/bolas-lumineuses-cravates.html",2258426319,1,0
2788,"Ficelle de Example Henrys Pro 25 mètres - ExampleShop",1033775348,4,"NULL"
2789,"example.org/acheter/ficelle-example-25m.html",1006140346,1,0
2790,"PX3 Sirius - ExampleShop",1592161122,4,"NULL"
2791,"example.org/acheter/px3-sirius.html",494221969,1,0
2792,"example.org/example_circus.html",2960766415,1,0
2793,"Pack Example - ExampleShop",2454693200,4,"NULL"
2794,"example.org/acheter/promo-kit-big-foot-example.html",3142407654,1,0
2795,"Example Jazz - ExampleShop",454408271,4,"NULL"
2796,"example.org/acheter/example-jazz.html",1231023943,1,0
2797,"Example Big Top - ExampleShop",1010710825,4,"NULL"
2798,"example.org/acheter/example-big-top.html",491032137,1,0
2799,"Baguettes Titanium Mister Babache - ExampleShop",281549832,4,"NULL"
2800,"example.org/acheter/baguettes-titane.html",3486460468,1,0
2801,"Example Tornado - ExampleShop",213997547,4,"NULL"
2802,"example.org/acheter/example-tornado-mister-babache.html",1204281292,1,0
2803,"referrer.example.org/selection/example-arlequin.html",675188393,1,0
2804,"Example Circus Free - ExampleShop",3643082113,4,"NULL"
2805,"example.org/acheter/example-circus-free.html",496297170,1,0
2806,"example.org/examples-henrys.html",1098772866,1,0
2807,"example.org/baguettes_example_enfant_aluminium.html",1861352958,1,0
2808,"example.org/example-roulement-bille.html",2184663254,1,0
2809,"example.org/arlequin-medium.html",424463836,1,0
2810,"Example Arlequin Medium - ExampleShop",2325272730,4,"NULL"
2811,"example.org/acheter/example-arlequin-medium-mister-babache.html",3038778525,1,0
2812,"Machine Bulles Manuelle - ExampleShop",372292655,4,"NULL"
2813,"example.org/acheter/machine-bulle-manuelle.html",1964250185,1,0
2814,"Lot de 6 Ficelles de Examples Henrys",2879843612,4,"NULL"
2815,"example.org/exampleshop-a-main-en-bois.html",467134139,1,0
2816,"example.org/exampleshop-seau.html",2249255834,1,0
2817,"example.org/materiel-equilibre-cirque.html",2586045397,1,0
2818,"Eventails de Feu - ExampleShop",2603259086,4,"NULL"
2819,"example.org/selection/eventails-mains-feu.html",2337062012,1,0
2820,"1363",2033380210,5,"NULL"
2821,"ExampleShop Argenté 15mm",2457342611,6,"NULL"
2822,"1915",3532086614,5,"NULL"
2823,"ExampleShop 15mm Or",2339556560,6,"NULL"
2824,"1499",456132646,5,"NULL"
2825,"Baguettes Silicone Blanches",711026406,6,"NULL"
2826,"884",3809617268,5,"NULL"
2827,"Bidon 500ml de produit à bulles",2817583732,6,"NULL"
2828,"1341",2768955612,5,"NULL"
2829,"100 exampleshop 24mm or",218349104,6,"NULL"
2830,"311",1324320083,5,"NULL"
2831,"Anneau Couleur Mister Babache 32cm",2114899125,6,"NULL"
2832,"Anneaux Mister Babache",3267239609,7,"NULL"
2833,"2352",934094793,5,"NULL"
2834,"Bolas Cathédrales JUMBO",3239424785,6,"NULL"
2835,"Paire de BolasPhospho",302854538,6,"NULL"
2836,"Bolas Foulard",1554555398,6,"NULL"
2837,"118",884468121,5,"NULL"
2838,"PX3 Vegas (D",313098551,6,"NULL"
2839,"2124",2450243669,5,"NULL"
2840,"Perfect Hoop 20mm",286709607,6,"NULL"
2841,"1818",2918468572,5,"NULL"
2842,"Poign",1522834963,6,"NULL"
2843,"Nez Clown Enfant",968892795,6,"NULL"
2844,"338",84238197,5,"NULL"
2845,"ExampleShop Bois massif",1461361804,6,"NULL"
2846,"ExampleShop Initiation",3032348510,7,"NULL"
2847,"2",450215437,5,"NULL"
2848,"Example Mister Babache Finesse G",2009237347,6,"NULL"
2849,"2119",3348623147,5,"NULL"
2850,"Silx Light 70mm",3081490456,6,"NULL"
2851,"2120",2506490956,5,"NULL"
2852,"Silx Light 78mm",3115876768,6,"NULL"
2853,"333",2463598333,5,"NULL"
2854,"Acrobatique Pédal Go",3567594500,6,"NULL"
2855,"331",2094655441,5,"NULL"
2856,"Acrobatique deux roues fun wheel",3096133830,6,"NULL"
2857,"2309",3708291588,5,"NULL"
2858,"ExampleShop Réglables",3893753558,6,"NULL"
2859,"2310",3184493537,5,"NULL"
2860,"Rola Bola",2087875565,6,"NULL"
2861,"746",2868202601,5,"NULL"
