"idvisit","idsite","idvisitor","server_time","idaction_url","idlink_va","idgoal","buster","idorder","items","url","revenue","revenue_shipping","revenue_subtotal","revenue_tax","revenue_discount","pageviews_before","visitor_returning","visitor_seconds_since_first","visitor_seconds_since_order","visitor_count_visits","referer_keyword","referer_name","referer_type","config_browser_name","config_client_type","config_device_brand","config_device_model","config_device_type","location_city","location_country","location_latitude","location_longitude","location_region","custom_dimension_1","custom_dimension_2","custom_dimension_3","custom_dimension_4","custom_dimension_5"
8623,2,0x9674924826c7ce45,"2023-11-04 17:30:36","NULL","NULL",-1,0,"NULL",1,"",19.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"AN",1,"SA","Galaxy Ace 2",1,"Bilbao","es",43.263000,-2.935000,"","NULL","NULL","NULL","NULL","NULL"
8624,2,0x6d1f7da7723d9754,"2023-11-04 17:44:13","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Saint-Denis","fr",48.921000,2.354000,"IDF","NULL","NULL","NULL","NULL","NULL"
8625,2,0x0a1781c22015d100,"2023-11-04 18:03:56","NULL","NULL",-1,0,"NULL",2,"",32.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Nanterre","fr",48.892000,2.215000,"IDF","NULL","NULL","NULL","NULL","NULL"
8626,2,0x72af9e1e7475377c,"2023-11-04 18:38:20","NULL","NULL",-1,0,"NULL",2,"",29.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Clamart","fr",48.800000,2.257000,"IDF","NULL","NULL","NULL","NULL","NULL"
8627,2,0x52ffe9cabf88654a,"2023-11-04 19:21:47","NULL","NULL",-1,0,"NULL",3,"",34.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Châteaugiron","fr",48.048000,-1.504000,"","NULL","NULL","NULL","NULL","NULL"
8628,2,0x8098379393a81ca8,"2023-11-04 19:42:18","NULL","NULL",-1,0,"NULL",3,"",39.0,"NULL","NULL","NULL","NULL","NULL",1,89850,"NULL",2,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8629,2,0x584a9ec0810cc6c0,"2023-11-04 19:41:58","NULL","NULL",-1,0,"NULL",2,"",58.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8630,2,0x5a4a796fcd5bb873,"2023-11-04 20:19:07","NULL","NULL",-1,0,"NULL",1,"",18.5,"NULL","NULL","NULL","NULL","NULL",1,873305,"NULL",3,"","example",6,"AN",1,"SA","Galaxy Note 10.1""",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8631,2,0x80c756550e06ba72,"2023-11-04 20:28:55","NULL","NULL",-1,0,"NULL",2,"",34.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Quimper","fr",47.996000,-4.098000,"","NULL","NULL","NULL","NULL","NULL"
8632,2,0x2519c67f7f22d5ab,"2023-11-04 20:36:53","NULL","NULL",-1,0,"NULL",2,"",0.84,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Annecy","fr",45.899000,6.129000,"ARA","NULL","NULL","NULL","NULL","NULL"
8633,2,0xb4aa91dde994fc94,"2023-11-04 21:06:54","NULL","NULL",-1,0,"NULL",1,"",800.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"AP","generic desktop",0,"Avignon","fr",43.932000,4.833000,"","NULL","NULL","NULL","NULL","NULL"
8634,2,0x5ea087503efb3d1f,"2023-11-04 21:21:16","NULL","NULL",-1,0,"NULL",1,"",12.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Montpellier (La Croix d'Argent)","fr",43.584000,3.863000,"OCC","NULL","NULL","NULL","NULL","NULL"
8635,2,0xb5966382c101a78d,"2023-11-04 22:21:35","NULL","NULL",-1,0,"NULL",1,"",23.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8636,2,0xa8745a16745a8e67,"2023-11-04 22:27:09","NULL","NULL",-1,0,"NULL",1,"",2.6,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"AP","generic desktop",0,"Strasbourg (Koenigshoffen)","fr",48.579000,7.710000,"","NULL","NULL","NULL","NULL","NULL"
8647,2,0xf083019aae4d855c,"2023-11-05 20:23:10","NULL","NULL",0,1144966100,"41285",3,"",331.74,14.55,291.0,55.29,29.1,"NULL",1,27215,0,2,"NULL","www.daugherty.com",3,"IE",1,"","generic desktop",0,"Port Vilma","lb",-84.299221,-163.673323,"AK","NULL","NULL","NULL","NULL","NULL"
8649,2,0xe4002ba0f2c2dd70,"2023-11-05 04:18:38","NULL","NULL",0,714637173,"2023-11-05-1037nsjusu4s3894",1,"",2000.0,100.0,1500.0,400.0,"NULL","NULL",1,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8649,2,0xe4002ba0f2c2dd70,"2023-11-05 04:18:38","NULL","NULL",0,1727832303,"2023-11-05-937nsjusu 3894",8,"",1111.11,0.11,1000.0,111.0,666.0,"NULL",1,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8649,2,0xe4002ba0f2c2dd70,"2023-11-05 04:18:38","NULL","NULL",0,1810935504,"2023-11-05-666",2,"",240.0,20.0,200.0,20.0,20.0,"NULL",1,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8649,2,0xe4002ba0f2c2dd70,"2023-11-05 04:18:38","NULL","NULL",0,1812450598,"2023-11-05-sfg1037nsjusu4s3894",1,"",20.0,100.0,1500.0,400.0,"NULL","NULL",1,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8649,2,0xe4002ba0f2c2dd70,"2023-11-05 04:18:38","NULL","NULL",0,2578236135,"2023-11-05-s1037nsjusu4s3894",10,"",20.0,100.0,1500.0,400.0,"NULL","NULL",1,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8649,2,0xe4002ba0f2c2dd70,"2023-11-05 04:18:38","NULL","NULL",0,2959582108,"2023-11-05-777",0,"",10000.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8650,2,0x93d5d438d1c06c9f,"2023-11-05 04:18:38","NULL","NULL",0,3762038820,"2023-11-05-76677",2,"",250.0,"NULL","NULL","NULL","NULL","NULL",2,1209600,0,15,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8691,2,0x7b46335c13750a49,"2023-11-05 07:44:59",343,18611,1,0,"NULL","NULL","http://example.org/category/example-lifestyle/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",9,"NULL","Google",2,"IE",1,"","generic desktop",0,"London (South Bank)","gb",51.504000,-0.112000,"ENG","NULL","NULL","NULL","NULL","NULL"
8705,2,0x7b46335c13750a49,"2023-11-05 08:56:05",362,18632,1,0,"NULL","NULL","http://example.org/category/example-lifestyle/example-news/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1214033,"NULL",10,"NULL","Google",2,"IE",1,"","generic desktop",0,"London (South Bank)","gb",51.504000,-0.112000,"ENG","NULL","NULL","NULL","NULL","NULL"
8709,2,0x8afe5c5831a13a60,"2023-11-05 09:34:15",387,18647,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"MF",1,"AP","iPad",2,"London","gb",51.546000,-0.163000,"ENG","NULL","NULL","NULL","NULL","NULL"
8713,2,0x58cd456777fe9064,"2023-11-05 10:08:20",392,18652,1,0,"NULL","NULL","http://example.org/es/es/category/consejos-example/excursiones/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"FF",1,"","generic desktop",0,"NULL","fr","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8735,2,0x6eeca60a7fdbd027,"2023-11-05 12:55:45",387,18693,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"SF",1,"AP","generic desktop",0,"Shrivenham","gb",51.599000,-1.655000,"ENG","NULL","NULL","NULL","NULL","NULL"
8745,2,0x6e9f1ae1ed8dc6ab,"2023-11-05 14:02:44",444,18719,1,0,"NULL","NULL","http://example.org/category/exampleblue-travel-tips/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",6,"NULL","referrer.example.org",3,"AN",1,"SA","Galaxy Tab 2 10.1"" WiFi",2,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8756,2,0xf82b9bea04d56c53,"2023-11-05 15:18:39",387,18748,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"CH",1,"AP","generic desktop",0,"Beloslav","bg",43.193000,27.706000,"03","NULL","NULL","NULL","NULL","NULL"
8762,2,0x036c2f636f106a98,"2023-11-05 16:00:12",387,18778,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"SF",1,"AP","generic desktop",0,"Cornellà de Llobregat","es",41.350000,2.083000,"","NULL","NULL","NULL","NULL","NULL"
8766,2,0xa20f39eb2714e010,"2023-11-05 16:15:23",387,18786,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"MF",1,"AP","iPad",2,"Fornebu","no",59.900000,10.629000,"","NULL","NULL","NULL","NULL","NULL"
8774,2,0x702aaaa60a79cb01,"2023-11-05 16:58:53",506,18812,1,0,"NULL","NULL","http://example.org/category/exampleblue-travel-tips/essential-example/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"southern example","Yahoo! Images",2,"SF",1,"AP","generic desktop",0,"Pozuelo de Alarcón","es",40.420000,-3.801000,"M","NULL","NULL","NULL","NULL","NULL"
8796,2,0xc125e691649f7968,"2023-11-05 19:29:33",445,18849,1,0,"NULL","NULL","http://referrer.example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"example e magazine","Google",2,"CH",1,"","generic desktop",0,"Southend-on-Sea","gb",51.538000,0.714000,"ENG","NULL","NULL","NULL","NULL","NULL"
8798,2,0x9e68ece2091c1440,"2023-11-05 19:41:18",523,18872,1,0,"NULL","NULL","http://example.org/category/example-tv/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1213102,"NULL",10,"NULL","Google",2,"MF",1,"AP","iPad",2,"Oulu","fi",65.012000,25.465000,"","NULL","NULL","NULL","NULL","NULL"
8818,2,0x860b875f60c3fa98,"2023-11-05 21:18:47",387,18900,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Lisbon","pt",38.760000,-9.158000,"","NULL","NULL","NULL","NULL","NULL"
8827,2,0xd6455e24adcb9321,"2023-11-05 21:49:11",444,18917,1,0,"NULL","NULL","http://example.org/category/exampleblue-travel-tips/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"MF",1,"AP","iPad",2,"Sheffield","gb",53.381000,-1.470000,"ENG","NULL","NULL","NULL","NULL","NULL"
8836,2,0xb1328469f7b7f9c9,"2023-11-05 23:27:35",387,18968,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,1209600,"NULL",5,"NULL","Google",2,"FF",1,"AP","generic desktop",0,"Lisbon","pt",38.744000,-9.149000,"","NULL","NULL","NULL","NULL","NULL"
8845,2,0x72af9e1e7475377c,"2023-11-05 00:30:34","NULL","NULL",-1,0,"NULL",2,"",29.0,"NULL","NULL","NULL","NULL","NULL",1,22411,"NULL",2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Clamart","fr",48.800000,2.257000,"IDF","NULL","NULL","NULL","NULL","NULL"
8848,2,0x8c3007c239f613cc,"2023-11-05 01:10:00","NULL","NULL",-1,0,"NULL",2,"",46.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8888,2,0xb137b2d775623ab6,"2023-11-05 09:25:00","NULL","NULL",-1,0,"NULL",3,"",40.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Sainte-Clotilde","re",-20.896000,55.496000,"","NULL","NULL","NULL","NULL","NULL"
8892,2,0x925a4fd6e50783a7,"2023-11-05 09:04:44","NULL","NULL",-1,0,"NULL",1,"",32.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Narbonne","fr",43.184000,3.013000,"OCC","NULL","NULL","NULL","NULL","NULL"
8894,2,0xfce4a12d0a2a0cec,"2023-11-05 08:56:53","NULL","NULL",-1,0,"NULL",1,"",6.66,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Rennes","fr",48.117000,-1.678000,"","NULL","NULL","NULL","NULL","NULL"
8896,2,0x3ea04dec9a3efe3e,"2023-11-05 09:40:33","NULL","NULL",-1,0,"NULL",2,"",21.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Marseille","fr",43.297000,5.370000,"","NULL","NULL","NULL","NULL","NULL"
8897,2,0x8aa2033b466c4cf3,"2023-11-05 10:11:01","NULL","NULL",-1,0,"NULL",3,"",51.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CI",1,"AP","iPad",2,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
8898,2,0xdfee6d34762beafc,"2023-11-05 10:06:44","NULL","NULL",-1,0,"NULL",2,"",28.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Geneva","ch",46.199000,6.143000,"","NULL","NULL","NULL","NULL","NULL"
8899,2,0x6374bf662fe398e7,"2023-11-05 10:22:18","NULL","NULL",-1,0,"NULL",3,"",51.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
8900,2,0x99420c8ee39fa5f9,"2023-11-05 10:52:19","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
8901,2,0xf19fe2e49c70714e,"2023-11-05 10:59:44","NULL","NULL",-1,0,"NULL",1,"",12.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Athis-Mons","fr",48.709000,2.385000,"IDF","NULL","NULL","NULL","NULL","NULL"
8902,2,0xd9068c6bee7a7655,"2023-11-05 11:05:22","NULL","NULL",-1,0,"NULL",4,"",35.25,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Paris","fr",48.871000,2.321000,"IDF","NULL","NULL","NULL","NULL","NULL"
8903,2,0x2cec2097456b007f,"2023-11-05 11:20:53","NULL","NULL",-1,0,"NULL",4,"",100.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","bolas",6,"IE",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8904,2,0xbf1bc78e845fde1c,"2023-11-05 11:36:01","NULL","NULL",-1,0,"NULL",1,"",12.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Bournemouth","gb",50.724000,-1.882000,"ENG","NULL","NULL","NULL","NULL","NULL"
8905,2,0x85acd1ce3ea04ba7,"2023-11-05 11:56:16","NULL","NULL",-1,0,"NULL",1,"",5.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","NULL",1,"AN",1,"WI","Cink SLIM",1,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
8906,2,0x8c36450a3c73abdc,"2023-11-05 12:18:29","NULL","NULL",-1,0,"NULL",4,"",61.4,"NULL","NULL","NULL","NULL","NULL",1,20814,"NULL",2,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Bures-sur-Yvette","fr",48.697000,2.164000,"IDF","NULL","NULL","NULL","NULL","NULL"
8907,2,0x0a1781c22015d100,"2023-11-05 12:28:17","NULL","NULL",-1,0,"NULL",2,"",32.0,"NULL","NULL","NULL","NULL","NULL",1,66261,"NULL",2,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Nanterre","fr",48.892000,2.215000,"IDF","NULL","NULL","NULL","NULL","NULL"
8908,2,0x2cec2097456b007f,"2023-11-05 12:59:03","NULL","NULL",-1,0,"NULL",4,"",100.0,"NULL","NULL","NULL","NULL","NULL",1,5983,"NULL",2,"","bolas",6,"IE",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8909,2,0xe154f92d66179743,"2023-11-05 12:58:15","NULL","NULL",-1,0,"NULL",1,"",10.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Moscow","ru",55.756000,37.617000,"","NULL","NULL","NULL","NULL","NULL"
8910,2,0x8a3833b62887454a,"2023-11-05 13:00:13","NULL","NULL",-1,0,"NULL",1,"",25.0,"NULL","NULL","NULL","NULL","NULL",1,973049,"NULL",3,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Aix-en-Provence","fr",43.528000,5.450000,"","NULL","NULL","NULL","NULL","NULL"
8911,2,0x0a1781c22015d100,"2023-11-05 13:16:28","NULL","NULL",-1,0,"NULL",2,"",32.0,"NULL","NULL","NULL","NULL","NULL",1,69043,"NULL",3,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Nanterre","fr",48.892000,2.215000,"IDF","NULL","NULL","NULL","NULL","NULL"
8912,2,0xf40b6d19e82b92d5,"2023-11-05 13:29:12","NULL","NULL",-1,0,"NULL",2,"",31.5,"NULL","NULL","NULL","NULL","NULL",1,504668,"NULL",5,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Kyiv","ua",50.450000,30.523000,"","NULL","NULL","NULL","NULL","NULL"
8913,2,0x60488b347f0d4665,"2023-11-05 13:49:34","NULL","NULL",-1,0,"NULL",6,"",42.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Nice","fr",43.720000,7.254000,"","NULL","NULL","NULL","NULL","NULL"
8914,2,0xee20a593835db430,"2023-11-05 14:04:30","NULL","NULL",-1,0,"NULL",1,"",18.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
8915,2,0x286758155903be4a,"2023-11-05 13:50:03","NULL","NULL",0,3287394681,"2023-11-05-29631",5,"",25.0,0.0,25.0,4.17,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
8916,2,0x2d5150c26e10a1c3,"2023-11-05 13:59:39","NULL","NULL",-1,0,"NULL",2,"",18.0,"NULL","NULL","NULL","NULL","NULL",1,21190,"NULL",2,"NULL","referrer.example.org",3,"MF",1,"AP","iPhone",1,"Paris","fr",48.894000,2.390000,"IDF","NULL","NULL","NULL","NULL","NULL"
8917,2,0xc51a2a2f6597c84e,"2023-11-05 14:06:01","NULL","NULL",-1,0,"NULL",4,"",56.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Rennes","fr",48.117000,-1.678000,"","NULL","NULL","NULL","NULL","NULL"
8918,2,0xba24983d56d90c29,"2023-11-05 14:34:04","NULL","NULL",-1,0,"NULL",5,"",37.01,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Zaragoza","es",41.649000,-0.889000,"","NULL","NULL","NULL","NULL","NULL"
8919,2,0xd6835fc214cbe7af,"2023-11-05 14:32:48","NULL","NULL",0,2834476763,"2023-11-05-29632",3,"",34.0,0.0,34.0,5.67,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
8920,2,0x246eb93e54e0dc48,"2023-11-05 14:32:49","NULL","NULL",0,901228862,"2023-11-05-29633",0,"",-25.0,0.0,-25.0,-4.17,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
8921,2,0xb770a994bccb85e7,"2023-11-05 14:48:36","NULL","NULL",0,1688821999,"2023-11-05-29636",8,"",163.6,6.0,157.6,26.27,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
8922,2,0xe603b3db477e3406,"2023-11-05 14:48:36","NULL","NULL",0,2557385076,"2023-11-05-29637",4,"",42.0,6.0,36.0,6.0,"NULL","NULL",2,84334,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Aubervilliers","fr",48.912000,2.384000,"IDF","NULL","NULL","NULL","NULL","NULL"
8923,2,0x6374bf662fe398e7,"2023-11-05 14:48:37","NULL","NULL",0,1485552814,"2023-11-05-29641",3,"",57.0,6.0,51.0,8.5,"NULL","NULL",2,16107,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Thiers","fr",45.857000,3.548000,"ARA","NULL","NULL","NULL","NULL","NULL"
8924,2,0x925a4fd6e50783a7,"2023-11-05 14:48:37","NULL","NULL",0,1688879526,"2023-11-05-29640",1,"",38.0,6.0,32.0,5.33,"NULL","NULL",2,21679,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Reims (Orgeval)","fr",49.282000,4.027000,"","NULL","NULL","NULL","NULL","NULL"
8925,2,0x8bfb30ba3516e2f6,"2023-11-05 14:48:38","NULL","NULL",0,4085579175,"2023-11-05-29638",1,"",33.0,6.0,27.0,4.5,"NULL","NULL",2,77346,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Caen","fr",49.183000,-0.371000,"","NULL","NULL","NULL","NULL","NULL"
8926,2,0x72af9e1e7475377c,"2023-11-05 14:48:38","NULL","NULL",0,3275100924,"2023-11-05-29639",2,"",35.0,6.0,29.0,4.83,"NULL","NULL",2,74116,0,3,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Fourmies","fr",50.018000,4.047000,"HDF","NULL","NULL","NULL","NULL","NULL"
8927,2,0xbf1bc78e845fde1c,"2023-11-05 14:48:38","NULL","NULL",0,3750105875,"2023-11-05-29642",1,"",18.0,6.0,12.0,2.0,"NULL","NULL",2,11557,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Nanterre","fr",48.892000,2.215000,"IDF","NULL","NULL","NULL","NULL","NULL"
8928,2,0x2cec2097456b007f,"2023-11-05 14:48:39","NULL","NULL",0,2433742989,"2023-11-05-29643",4,"",106.0,6.0,100.0,16.67,"NULL","NULL",2,12608,0,3,"","bolas",6,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
8929,2,0x0a1781c22015d100,"2023-11-05 14:48:39","NULL","NULL",0,443169961,"2023-11-05-29644",2,"",37.6,6.0,31.6,5.27,"NULL","NULL",2,74792,0,4,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Le Beausset","fr",43.198000,5.803000,"","NULL","NULL","NULL","NULL","NULL"
8930,2,0x60488b347f0d4665,"2023-11-05 14:48:40","NULL","NULL",0,4051248192,"2023-11-05-29645",6,"",48.0,6.0,42.0,7.0,"NULL","NULL",2,4123,0,2,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Marseille","fr",43.309000,5.381000,"","NULL","NULL","NULL","NULL","NULL"
8931,2,0x0f3df595516e12a6,"2023-11-05 14:48:40","NULL","NULL",0,1257297317,"2023-11-05-29634",5,"",35.0,0.0,35.0,5.83,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
8932,2,0x63151ef66d2012cd,"2023-11-05 14:48:41","NULL","NULL",0,2028139897,"2023-11-05-29635",2,"",25.4,0.0,25.4,4.23,"NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
8933,2,0x323cb73457f7f752,"2023-11-05 14:48:41","NULL","NULL",0,3258719885,"2023-11-05-29646",21,"",0.0,0.0,0.0,"NULL","NULL","NULL",2,0,0,1,"NULL","NULL",1,"FF",1,"","generic desktop",0,"Limoges","fr",45.835000,1.257000,"NAQ","NULL","NULL","NULL","NULL","NULL"
